2016-10-26 10:49:17.322846||meta||agents||4
2016-10-26 10:49:17.322874||meta||treatnames||control@|experimental
2016-10-26 10:53:13.519994||treatment||visit page||http://www.ford.com/incentives/?gclid=COTR7sLc-M8CFURsfgodftsGrw&searchid=386018074||90779943514&s_kwcid=AL!2519!3!90779943514!e!!g!!ford&ef_id=WBDCoAAAACORFG60:20161026145306:s||2||0
2016-10-26 10:53:24.814016||treatment||visit page||http://www.showroom.ford.com/FDShowroom.jsp?gclid=CPP72cjc-M8CFQ9Efgod-GQPtQ&searchid=386018074||90779943514&s_kwcid=AL!2519!3!90779943514!e!!g!!ford&ef_id=WBDC8QAABZ4X4p0U:20161026145318:s||3||1
2016-10-26 10:53:30.461052||treatment||visit page||http://www.ford.com/incentives/?gclid=CKq0vMjc-M8CFYF7fgodNUkNoQ&searchid=386018074||90779943514&s_kwcid=AL!2519!3!90779943514!e!!g!!ford&ef_id=WBDCoAAABJM61QdF:20161026145317:s||1||0
2016-10-26 10:53:35.971047||treatment||google search||honda||2||0
2016-10-26 10:53:41.775262||error||visiting||google searchresults||0||1
2016-10-26 10:53:47.541359||error||visiting||google searchresults||2||0
2016-10-26 10:53:52.599951||treatment||google search||honda||1||0
2016-10-26 10:53:54.921960||error||visiting||google searchresults||3||1
2016-10-26 10:54:04.168813||error||visiting||google searchresults||1||0
2016-10-26 10:54:06.594637||treatment||visit page||http://www.ford.com/incentives/?gclid=CP68v93c-M8CFUNlfgodZ20L2w&searchid=386018074||90779943994&s_kwcid=AL!2519!3!90779943994!e!!g!!ford&ef_id=WBDC5gAAAYliMS0H:20161026145402:s||0||1
2016-10-26 10:54:11.884254||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=CMWnreDc-M8CFUKTfgod6t8HGA&gclsrc=aw.ds||2||0
2016-10-26 10:54:24.163464||treatment||visit page||http://www.ford.com/incentives/?gclid=CJfx4OPc-M8CFUeEfgodyjkEoA&searchid=386018074||90779943514&s_kwcid=AL!2519!3!90779943514!e!!g!!ford&ef_id=WBDC8QAABZ4X4p0U:20161026145415:s||3||1
2016-10-26 10:54:29.276372||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=CL3_n-jc-M8CFQyHfgodhOMEAQ&gclsrc=aw.ds||1||0
2016-10-26 10:54:30.885902||treatment||google search||honda||0||1
2016-10-26 10:54:37.935000||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=CP-L9evc-M8CFUpNfgodVyECNA&gclsrc=aw.ds||2||0
2016-10-26 10:54:44.508373||error||visiting||google searchresults||0||1
2016-10-26 10:54:47.109669||treatment||google search||honda||3||1
2016-10-26 10:54:58.674089||error||visiting||google searchresults||3||1
2016-10-26 10:55:01.550221||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=CInBj_Tc-M8CFU6Bfgodqf8GjA&gclsrc=aw.ds||1||0
2016-10-26 10:55:07.991247||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=CKrys_vc-M8CFYqBfgodvAQErA&gclsrc=aw.ds||0||1
2016-10-26 10:55:08.038272||error||visiting||google searchresults||2||0
2016-10-26 10:55:22.035764||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=COuakoLd-M8CFU6SfgodeLMMlw&gclsrc=aw.ds||3||1
2016-10-26 10:55:31.695097||error||visiting||google searchresults||1||0
2016-10-26 10:55:31.816393||treatment||visit page||http://automobiles.honda.com/tools/build-price/models.aspx?ef_id=1:1:1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_MEDIAVEST_SHOPPERS&gclid=CKir2Ybd-M8CFVKDfgodtRYIFw&gclsrc=aw.ds||2||0
2016-10-26 10:55:32.102782||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=CMC00obd-M8CFQ-dfgod2pEKVQ&gclsrc=aw.ds||0||1
2016-10-26 10:55:45.518384||treatment||visit page||http://shop.honda.com/?ef_id=1%3a1%3a1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_SHOPPERS&gclid=CMCap43d-M8CFUaTfgod1mgEUw&gclsrc=aw.ds||3||1
2016-10-26 10:55:55.451011||treatment||visit page||http://automobiles.honda.com/tools/build-price/models.aspx?ef_id=1:1:1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_MEDIAVEST_SHOPPERS&gclid=CPSzjZLd-M8CFUqUfgod63wC_g&gclsrc=aw.ds||2||0
2016-10-26 10:56:00.212836||treatment||visit page||http://www.capitolhonda.com/inventory.aspx?_makef=honda&_new=true&_used=true&gaw=adwords&gclid=CIDx75Hd-M8CFcuOfgod8LwK0w||1||0
2016-10-26 10:56:02.313849||error||visiting||google searchresults||0||1
2016-10-26 10:56:15.633379||error||visiting||google searchresults||3||1
2016-10-26 10:56:25.525992||error||visiting||google searchresults||2||0
2016-10-26 10:56:27.317614||treatment||visit page||http://www.capitolhonda.com/inventory.aspx?_makef=honda&_new=true&_used=true&gaw=adwords&gclid=CJm9vZ_d-M8CFZKGfgodZTANrg||1||0
2016-10-26 10:56:31.936278||treatment||visit page||http://www.capitolhonda.com/inventory.aspx?_makef=honda&_new=true&_used=true&gaw=adwords&gclid=CJ6ixKDd-M8CFQ2ffgod_BAG_g||0||1
2016-10-26 10:56:38.874887||treatment||visit page||http://automobiles.honda.com/tools/build-price/models.aspx?ef_id=1:1:1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_MEDIAVEST_SHOPPERS&gclid=CM6266bd-M8CFZCcfgodsy4J9w&gclsrc=aw.ds||3||1
2016-10-26 10:56:49.335061||treatment||visit page||http://automobiles.honda.com/tools/dealer-locator/?ef_id=1:1:1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_MEDIAVEST_SHOPPERS&gclid=CI6hyKvd-M8CFRCZfgod4MIB9g&gclsrc=aw.ds||2||0
2016-10-26 10:56:56.308974||treatment||visit page||http://www.capitolhonda.com/inventory.aspx?_makef=honda&_new=true&_used=true&gaw=adwords&gclid=CKvhza7d-M8CFUNlfgodZ20L2w||0||1
2016-10-26 10:56:57.426237||error||visiting||google searchresults||1||0
2016-10-26 10:57:02.188569||treatment||visit page||http://automobiles.honda.com/tools/build-price/models.aspx?ef_id=1:1:1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_MEDIAVEST_SHOPPERS&gclid=CMyu97Hd-M8CFRSIfgoddtwPNA&gclsrc=aw.ds||3||1
2016-10-26 10:57:11.766878||treatment||google search||toyota||2||0
2016-10-26 10:57:22.128433||treatment||visit page||http://www.southbayhonda.com/?utm_campaign=google&utm_medium=cpc&utm_source=New&UsedHondaDealer&utm_content=New&UsedHondaDealer&utm_term=newandusedhondas&gclid=CLGM5Lrd-M8CFUprfgodgbgDOw||1||0
2016-10-26 10:57:23.309313||error||visiting||google searchresults||2||0
2016-10-26 10:57:26.373153||error||visiting||google searchresults||0||1
2016-10-26 10:57:32.440185||error||visiting||google searchresults||3||1
2016-10-26 10:57:45.125895||treatment||google search||toyota||1||0
2016-10-26 10:57:48.509762||treatment||visit page||http://www.toyota.com/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CJHwlsfd-M8CFUgBfwodHlEM7g&gclsrc=ds||2||0
2016-10-26 10:57:53.749007||treatment||visit page||https://www.truecar.com/?srtid=paid&srcID=google&cmID=Make+-+Honda+Honda&crid=MawjgEKY3qmhC72RK8We2g%3D%3D|70553349861&mobile=&device=c&aceid=&adpos=1t3&random=4115470495181994964&keyword=honda&matchtype=e&content=&search=1&network=g&target=&placement=&utm_medium=ppc&utm_source=google&utm_term=honda&utm_campaign=Make+-+Honda+Honda&devicemodel=&param1=&param2=&gclid=CMDG3sjd-M8CFYqBfgodvAQErA#/||0||1
2016-10-26 10:57:55.999691||treatment||visit page||http://automobiles.honda.com/tools/dealer-locator/?ef_id=1:1:1&CID=SEARCH_HRM_GOOGLE_FY17EVERGREEN_OTHER_MEDIAVEST_SHOPPERS&gclid=CKiIzcvd-M8CFUKTfgod6t8HGA&gclsrc=aw.ds||3||1
2016-10-26 10:57:58.149483||error||visiting||google searchresults||1||0
2016-10-26 10:58:17.619033||treatment||visit page||http://www.toyota.com/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CIG5lNPd-M8CFQMVfwodzZYGFg&gclsrc=ds||2||0
2016-10-26 10:58:19.420387||treatment||google search||toyota||0||1
2016-10-26 10:58:24.970909||treatment||google search||toyota||3||1
2016-10-26 10:58:33.502308||error||visiting||google searchresults||0||1
2016-10-26 10:58:34.737890||treatment||visit page||http://shop.autonationtoyotahayward.com/?wtk=000001495&gclid=CMDj-9fd-M8CFUiRfgodGWAKOA||1||0
2016-10-26 10:58:35.317151||error||visiting||google searchresults||3||1
2016-10-26 10:58:47.710736||error||visiting||google searchresults||2||0
2016-10-26 10:59:08.523718||treatment||visit page||https://www.mbusa.com/mercedes/index?&gclid=CPbnxund-M8CFRaSfgodKR0BnA||3||1
2016-10-26 10:59:16.892949||treatment||visit page||http://shop.autonationtoyotahayward.com/?wtk=000001495&gclid=CN-xmend-M8CFU6SfgodeLMMlw||1||0
2016-10-26 10:59:25.876451||treatment||visit page||http://shop.autonationtoyotahayward.com/?wtk=000001495&gclid=CNb3yejd-M8CFUdlfgodTXwFeA||0||1
2016-10-26 10:59:27.983049||treatment||visit page||http://www.toyota.com/configurator/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CKj16u_d-M8CFfMhfgodJBcDmg&gclsrc=ds||2||0
2016-10-26 10:59:34.210529||treatment||visit page||https://www.mbusa.com/mercedes/index?&gclid=CI-Gvfnd-M8CFVFbfgodYrgEGw||3||1
2016-10-26 10:59:47.028960||error||visiting||google searchresults||1||0
2016-10-26 10:59:54.802039||treatment||visit page||http://www.toyota.com/configurator/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CPmk0YLe-M8CFQfrfgodqCsD9A&gclsrc=ds||2||0
2016-10-26 10:59:57.991929||treatment||visit page||http://shop.autonationtoyotahayward.com/?wtk=000001495&gclid=CL2Qx4He-M8CFUtNfgodwMIJVg||0||1
2016-10-26 11:00:04.391325||error||visiting||google searchresults||3||1
2016-10-26 11:00:24.939432||error||visiting||google searchresults||2||0
2016-10-26 11:00:28.181670||error||visiting||google searchresults||0||1
2016-10-26 11:00:31.243867||treatment||visit page||http://www.toyota.com/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CIipipTe-M8CFQMVfwodzZYGFg&gclsrc=ds||3||1
2016-10-26 11:00:31.892643||treatment||visit page||http://www.toyota.com/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CKHz3Yve-M8CFc6-fgod0TQNbQ&gclsrc=ds||1||0
2016-10-26 11:01:01.681397||treatment||visit page||http://www.toyota.com/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CODMk6He-M8CFUgBfwodHlEM7g&gclsrc=ds||3||1
2016-10-26 11:01:18.244341||treatment||visit page||http://www.toyota.com/dealers/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CMmC5J3e-M8CFc6-fgod0TQNbQ&gclsrc=ds||2||0
2016-10-26 11:01:31.821248||error||visiting||google searchresults||3||1
2016-10-26 11:01:33.870370||treatment||visit page||http://www.toyota.com/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CMjBw6He-M8CFQMVfwodzZYGFg&gclsrc=ds||1||0
2016-10-26 11:01:42.633799||treatment||google search||tesla||2||0
2016-10-26 11:01:44.460224||treatment||visit page||http://www.toyotasunnyvale.com/new-inventory/index.htm?search=Toyota&_vsrefdom=NEW&_pcids=2aeb0d49-142e-4b1d-acf5-c976c4c3e770%2c31418cd5-eef7-4df4-9b87-960a7b5cc80a%2ccf927092-da9b-6bfa-83b1-58064c545742&_pcsourceid=22e59cbd-aad7-7efa-2a77-b5441c25cd16&gclid=CPaZrp_e-M8CFQyHfgodJL8Eog||0||1
2016-10-26 11:01:54.074479||error||visiting||google searchresults||2||0
2016-10-26 11:02:02.104503||treatment||visit page||http://shop.autonationtoyotahayward.com/?wtk=000001495&gclid=CMrJzr3e-M8CFYlbfgod_hQF4A||3||1
2016-10-26 11:02:03.974523||error||visiting||google searchresults||1||0
2016-10-26 11:02:28.873175||treatment||visit page||http://www.brooksmotorcarsfremont.com/||2||0
2016-10-26 11:02:29.120896||treatment||google search||tesla||3||1
2016-10-26 11:02:32.864140||treatment||visit page||http://www.toyotasunnyvale.com/new-inventory/index.htm?search=Toyota&_vsrefdom=NEW&_pcids=2aeb0d49-142e-4b1d-acf5-c976c4c3e770%2c31418cd5-eef7-4df4-9b87-960a7b5cc80a%2ccf927092-da9b-6bfa-83b1-58064c545742&_pcsourceid=22e59cbd-aad7-7efa-2a77-b5441c25cd16&gclid=CIuB08Pe-M8CFUxsfgod4gUEgA||0||1
2016-10-26 11:02:41.617169||error||visiting||google searchresults||3||1
2016-10-26 11:02:47.118297||treatment||visit page||http://www.toyotasunnyvale.com/new-inventory/index.htm?search=Toyota&_vsrefdom=NEW&_pcids=2aeb0d49-142e-4b1d-acf5-c976c4c3e770%2c31418cd5-eef7-4df4-9b87-960a7b5cc80a%2ccf927092-da9b-6bfa-83b1-58064c545742&_pcsourceid=22e59cbd-aad7-7efa-2a77-b5441c25cd16&gclid=CPPmkM3e-M8CFYGUfgodcBcB9g||1||0
2016-10-26 11:02:54.400787||treatment||visit page||http://www.brooksmotorcarsfremont.com/||2||0
2016-10-26 11:03:03.133161||error||visiting||google searchresults||0||1
2016-10-26 11:03:12.715111||treatment||google search||tesla||1||0
2016-10-26 11:03:24.682231||error||visiting||google searchresults||2||0
2016-10-26 11:03:25.767546||error||visiting||google searchresults||1||0
2016-10-26 11:03:26.754670||treatment||visit page||https://shift.com/cars/san-francisco?model=Tesla--Roadster&gclid=CNS68t7e-M8CFRCbfgodFwEOUg||3||1
2016-10-26 11:03:29.757437||treatment||visit page||http://www.toyota.com/?&srchid=sem%7cGOOGLE%7cBrand%7cBrand_Toyota%7cBrand_E%7cBrand%7cTcom&gclid=CLGzmene-M8CFeMAfwodVhoIeQ&gclsrc=ds||0||1
2016-10-26 11:03:56.818010||error||visiting||google searchresults||3||1
2016-10-26 11:03:58.323971||treatment||google search||tesla||0||1
2016-10-26 11:04:01.442220||treatment||visit page||https://shift.com/cars/san-francisco?model=Tesla--Roadster&gclid=CNuBtfPe-M8CFYJmfgodlDIAww||2||0
2016-10-26 11:04:03.693730||treatment||visit page||https://shift.com/cars/san-francisco?model=Tesla--Roadster&gclid=CNXpg_Te-M8CFcuOfgod8LwK0w||1||0
2016-10-26 11:04:09.825905||error||visiting||google searchresults||0||1
2016-10-26 11:04:26.838608||error||visiting||google searchresults||3||1
2016-10-26 11:04:31.482229||error||visiting||google searchresults||2||0
2016-10-26 11:04:33.731381||error||visiting||google searchresults||1||0
2016-10-26 11:04:56.881397||error||visiting||google searchresults||3||1
2016-10-26 11:05:01.511715||error||visiting||google searchresults||2||0
2016-10-26 11:05:03.751959||error||visiting||google searchresults||1||0
2016-10-26 11:05:26.914102||error||visiting||google searchresults||3||1
2016-10-26 11:05:31.543705||error||visiting||google searchresults||2||0
2016-10-26 11:05:33.780089||error||visiting||google searchresults||1||0
2016-10-26 11:05:56.952123||error||visiting||google searchresults||3||1
2016-10-26 11:06:01.600901||error||visiting||google searchresults||2||0
2016-10-26 11:06:03.815759||error||visiting||google searchresults||1||0
2016-10-26 11:06:26.984799||error||visiting||google searchresults||3||1
2016-10-26 11:06:31.625947||error||visiting||google searchresults||2||0
2016-10-26 11:06:33.848089||error||visiting||google searchresults||1||0
2016-10-26 11:06:49.926855||treatment||google search||mercedes||3||1
2016-10-26 11:07:01.678571||error||visiting||google searchresults||2||0
2016-10-26 11:07:01.786997||error||visiting||google searchresults||3||1
2016-10-26 11:07:03.897969||error||visiting||google searchresults||1||0
2016-10-26 11:07:28.361517||treatment||google search||mercedes||2||0
2016-10-26 11:07:30.505986||treatment||google search||mercedes||1||0
2016-10-26 11:07:33.696197||treatment||visit page||http://www.mbofstevenscreek.net/showroom/index.htm?ddcref=000001495&gclid=CLnXitvf-M8CFUJrfgodOEcGAQ||3||1
2016-10-26 11:07:38.798837||treatment||visit page||https://shift.com/cars/san-francisco?model=Tesla--Roadster&gclid=CMe6-Yjf-M8CFQx_fgodO8YDdw||0||1
2016-10-26 11:07:41.837749||error||visiting||google searchresults||2||0
2016-10-26 11:07:45.786676||error||visiting||google searchresults||1||0
2016-10-26 11:08:01.122089||treatment||visit page||http://www.mbofstevenscreek.net/showroom/index.htm?ddcref=000001495&gclid=CMugk-rf-M8CFYF9fgodcFwHUw||3||1
2016-10-26 11:08:08.841766||error||visiting||google searchresults||0||1
2016-10-26 11:08:09.415357||treatment||visit page||http://www.mbofstevenscreek.net/showroom/index.htm?ddcref=000001495&gclid=CM6uoO7f-M8CFU5qfgodO5EFLg||2||0
2016-10-26 11:08:12.411889||treatment||visit page||http://car.yes-fun.com/Toyota/SF_Sunnyvale_Toyota_2016ToyotaPrius_gs.html?gclid=CMirjfDf-M8CFc9gfgod0zQFiA||1||0
2016-10-26 11:08:31.214402||error||visiting||google searchresults||3||1
2016-10-26 11:08:34.707154||treatment||visit page||http://www.mbofstevenscreek.net/showroom/index.htm?ddcref=000001495&gclid=CPa8mPvf-M8CFRB2fgodzUQGFA||2||0
2016-10-26 11:08:36.384767||treatment||visit page||http://car.yes-fun.com/Toyota/SF_Sunnyvale_Toyota_2016ToyotaPrius_gs.html?gclid=COLkz_zf-M8CFUpNfgodjd8BsA||1||0
2016-10-26 11:08:38.870950||error||visiting||google searchresults||0||1
2016-10-26 11:08:58.129546||treatment||visit page||http://www.carpricesecrets.com/mercedesbenz?x=100000&mkwid=su4RVrmHv&pcrid=137860608929&pmt=e&pkw=mercedes&pdv=c&pse=google&gclid=CNfSyoXg-M8CFUtNfgodwMIJVg&gclsrc=aw.ds||3||1
2016-10-26 11:09:04.864899||error||visiting||google searchresults||2||0
2016-10-26 11:09:06.537780||error||visiting||google searchresults||1||0
2016-10-26 11:09:08.947391||error||visiting||google searchresults||0||1
2016-10-26 11:09:24.351040||treatment||visit page||http://www.carpricesecrets.com/mercedesbenz?x=100000&mkwid=su4RVrmHv&pcrid=137860608929&pmt=e&pkw=mercedes&pdv=c&pse=google&gclid=CIvitJLg-M8CFcmOfgodvKILLw&gclsrc=aw.ds||3||1
2016-10-26 11:09:36.078513||treatment||visit page||http://www.carpricesecrets.com/mercedesbenz?x=100000&mkwid=su4RVrmHv&pcrid=137860608929&pmt=e&pkw=mercedes&pdv=c&pse=google&gclid=CLW615Xg-M8CFQ50fgode5kOeA&gclsrc=aw.ds||2||0
2016-10-26 11:09:37.338185||treatment||visit page||http://europeancarrepairs.com/?gclid=CK3R2Zbg-M8CFQaRfgodWHUCdA||1||0
2016-10-26 11:09:38.991568||error||visiting||google searchresults||0||1
2016-10-26 11:09:54.395459||error||visiting||google searchresults||3||1
2016-10-26 11:10:03.300168||treatment||visit page||http://europeancarrepairs.com/?gclid=CJzxlaXg-M8CFdRyfgod-EsOwA||1||0
2016-10-26 11:10:03.481211||treatment||visit page||http://www.carpricesecrets.com/mercedesbenz?x=100000&mkwid=su4RVrmHv&pcrid=137860608929&pmt=e&pkw=mercedes&pdv=c&pse=google&gclid=COjXwaTg-M8CFQWTfgodEqIHtQ&gclsrc=aw.ds||2||0
2016-10-26 11:10:09.048863||error||visiting||google searchresults||0||1
2016-10-26 11:10:25.410071||treatment||visit page||https://www.carmax.com/search?adcode=SEMGSACBGE105078E&pkw=mercedes&s=0&utm_source=sem_google?utm_content=sem_west_pacific&utm_term=mercedes&iv_=__iv_p_1_a_300434564_g_21512236604_w_kwd-16822931_h_9031936_ii__d_c_v__n_g_c_101595082484_k_mercedes_m_e_l__t__e__r_1t3_vi__&gclid=CPaToK3g-M8CFUtNfgodwMIJVg#Distance=All&FreeText=mercedes&Refinements=4294966961&Zip=94085||3||1
2016-10-26 11:10:33.435836||error||visiting||google searchresults||1||0
2016-10-26 11:10:33.608317||error||visiting||google searchresults||2||0
2016-10-26 11:10:39.074689||error||visiting||google searchresults||0||1
